premise,hypothesis,label
Children playing a video game together.,The kids are at the table eating dinner.,0
"A young girl, is mid jump, while performing a dance routine.",A young girl is dancing.,1
"A balding, heavyset man and a dog are resting beside an ornate monument featuring a greenish statue of a man and a woman.","The man is canoeing down a slowly-moving river, enjoying the noonday sun.",0
A woman wearing a straw hat is sitting among a variety of different foods while holding a drink.,A woman is standing by the food.,0
Workers at Basking Robbins are filling orders.,Workers filling orders at basking robbins,0
"A group of young adults with ""X"" on their hands, smiling.",The group of adults is happy.,0
"A woman is seen from above applying red nail polish to her toes, as they rest on a leather seat.",The woman has red toenails.,1
A man in a suit speaking to a seated woman.,A dark headed man in a suit speaking to a seated woman.,0
The man is sweeping with a red broom.,The man is dancing with a woman,0
A black dog with a blue collar is jumping into the water.,A dog is going to get wet.,1
"Four young men stare up at a basketball hoop with no net, in an outdoor, urban basketball court.",Four young men looking up at a basketball hoop.,0
A woman wearing a yellow tank top and white pants looking into a window on a city street.,A woman sits in her apartment in her pajamas with the blinds closed.,0
a group of people dancing together.,People are dancing.,1
People with bags walk along a dirt road in front of a green building.,People are riding a bus.,0
a soccer player with black and red striped uniform gets ready to kick the soccer ball,a soccer player gets ready to kick the ball.,1
Two people are running in the grass by a hill.,An old man walks by himself through the city.,1
A man talks to two guards as he holds a drink.,The man is scuba diving.,0
A golden dog passes a blue ball to another golden dog on the beach.,The golden dog is playing ball with another dog outside.,1
A boat pear with people boarding and disembarking some boats.,people are at a nascar race,0
A dark headed woman picking out a green flower from a large bucket full of them.,A woman picks a flower out of a bucket.,0
A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.,"Wearing their track jackets, the boys form a circle and stretch their legs in the gym.",0
"A man wearing a checkered shirt, cream suit and tennis shoes sits on a bench.",the guy in funky clothes is on the bench,0
A man is sitting on a blue bench with a blue blanket covering his face.,A man sitting.,0
two boys reading superhero books,Two boys reading a piece of literature.,0
A woman outside in the snow holds a container that produces steam.,A human in snow.,0
A kid playing a game called The Derby.,The child is sleeping.,0
"A man wearing an oxford shirt, sunglasses, and a hat smirks.",A man with his outfit,1
A man in a army uniform is holding a picture with trees in it.,There is one man in the picture.,1
A happy woman who is preparing for dinner.,A woman is cooking.,1
An older man is riding a bike with a blue laundry hamper full of clothes on his handlebars.,The girl sold some cookies.,1
A boy in a blue shirt plays in a jumping tent.,Here we see a wild boy in his natural enviroment.,0
A concert with a blue shirted boy in the front and light shining in the back,The moment the fan saw the light,0
Some men and boys are playing with a Frisbee in a grassy area.,A group of people play football.,1
A caucasian man wearing red plaid bottoms and a black vest with large buttons with a tattoo on one arm has an upside down unicycle balancing on his mouth.,A man is riding a unicycle.,0
A silhouette of a man fishing.,A man is fishing.,1
Two brown and white dogs running on a grassy but brown fenced yard.,Two brown and white dogs run on thick brown carpeting.,0
A man is wearing a blue and yellow racing uniform while holding a bottle,this guy is wearing a racing uniform while holding a bottle,0
The two boys are swimming with boogie boards.,The two boys are in their bath tub,0
Two men are sitting in a restaurant while one of them holds a piece of paper up to the camera.,Two men are sitting watching a movie.,0
A brown dog runs through a grassy field,A man shoots a rabbit.,0
A group in uniform marches carrying red signs with Chinese lettering on them.,a dog eats steak,0
A group of people look to the side and a boy starts to run.,The girl was running.,0
A boy in a red jacket and balck hat sliding on his knees down a snowy hill,A child is playing outside.,1
A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,A man posed with his teammates in the background.,0
Two people are running in the grass by a hill.,The people are running outside.,1
Two teens trying to win a prize at a carnival.,The two teens were doing homework at home.,0
"A woman in a long, dark coat looks through trashcans in Winter.",A woman is standing by a fire pit.,0
"A man is outdoors looking directly at the camera, and in front of him is a yellow flower.",The man is near a red flower.,1
Asian individuals are taking pictures of some unidentified thing.,Asians take pictures.,1
A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.,The shirt is red.,0
"Three children, two boys and a girl, are playing with the swings on a playground with residential houses in the background.",The children are less than 20 yrs old.,0
A woman carrying a large package on her head walks in front of a building plastered with Portuguese posters advertising a concert.,A woman walks outdoors.,1
Four entertainers dressed in Roman style garb are performing at an outdoor theater.,Actors are on Broadway.,1
